pos,token_id,token,primary_name,aux_conf_mean,conf_acoustic,conf_language,conf_visual,pred_masked,delta_pred,abs_delta_pred,abs_err_masked,delta_abs_err
0,101,[CLS],visual,0.5389361381530762,0.4968060255050659,0.5810662508010864,0.49655649065971375,0.7304127216339111,0.000710606575012207,0.000710606575012207,0.06958729028701782,-0.000710606575012207
1,6656,跟,visual,0.5387004911899567,0.5719525218009949,0.5054484605789185,0.590374767780304,0.7281719446182251,-0.0015301704406738281,0.0015301704406738281,0.07182806730270386,0.0015301704406738281
2,872,你,visual,0.5376834869384766,0.4928436875343323,0.5825232863426208,0.6457250118255615,0.730241060256958,0.000538945198059082,0.000538945198059082,0.06975895166397095,-0.000538945198059082
3,2458,开,visual,0.511171281337738,0.5151723623275757,0.5071702003479004,0.7307329177856445,0.7287212610244751,-0.0009808540344238281,0.0009808540344238281,0.07127875089645386,0.0009808540344238281
4,4381,玩,visual,0.5627484321594238,0.5914353132247925,0.5340615510940552,0.783440351486206,0.7269029021263123,-0.00279921293258667,0.00279921293258667,0.0730971097946167,0.00279921293258667
5,5010,笑,visual,0.5855036973953247,0.6415091753005981,0.5294982194900513,0.8005121350288391,0.726494312286377,-0.0032078027725219727,0.0032078027725219727,0.073505699634552,0.0032078027725219727
6,4638,的,visual,0.5219228565692902,0.4985628128051758,0.5452829003334045,0.8040099143981934,0.7309802770614624,0.0012781620025634766,0.0012781620025634766,0.06901973485946655,-0.0012781620025634766
7,8024,，,visual,0.5807723701000214,0.607452929019928,0.5540918111801147,0.796906054019928,0.7264091968536377,-0.0032929182052612305,0.0032929182052612305,0.07359081506729126,0.0032929182052612305
8,3684,毕,visual,0.5714477896690369,0.5027122497558594,0.6401833295822144,0.7878139019012451,0.7269254326820374,-0.0027766823768615723,0.0027766823768615723,0.0730745792388916,0.0027766823768615723
9,4994,竟,visual,0.575628936290741,0.5029560327529907,0.6483018398284912,0.8267515301704407,0.7291297316551208,-0.0005723834037780762,0.0005723834037780762,0.0708702802658081,0.0005723834037780762
10,872,你,visual,0.5939112603664398,0.5013350248336792,0.6864874958992004,0.8286199569702148,0.7282068133354187,-0.0014953017234802246,0.0014953017234802246,0.07179319858551025,0.0014953017234802246
11,3221,是,visual,0.6116097867488861,0.5004430413246155,0.7227765321731567,0.8359870910644531,0.7273498177528381,-0.002352297306060791,0.002352297306060791,0.07265019416809082,0.002352297306060791
12,5018,第,visual,0.6212333142757416,0.5045444965362549,0.7379221320152283,0.840299129486084,0.7238200306892395,-0.005882084369659424,0.005882084369659424,0.07617998123168945,0.005882084369659424
13,671,一,visual,0.5988026857376099,0.5005933046340942,0.6970120668411255,0.8324023485183716,0.7278726100921631,-0.0018295049667358398,0.0018295049667358398,0.07212740182876587,0.0018295049667358398
14,702,个,visual,0.6229842305183411,0.5012499094009399,0.7447185516357422,0.8284738063812256,0.7267227172851562,-0.0029793977737426758,0.0029793977737426758,0.0732772946357727,0.0029793977737426758
15,2769,我,visual,0.5500360131263733,0.4928128719329834,0.6072591543197632,0.81618732213974,0.7295721769332886,-0.00012993812561035156,0.00012993812561035156,0.07042783498764038,0.00012993812561035156
16,679,不,visual,0.5094854384660721,0.49766233563423157,0.5213085412979126,0.7624250650405884,0.7380572557449341,0.008355140686035156,0.008355140686035156,0.06194275617599487,-0.008355140686035156
17,4692,看,visual,0.5211887657642365,0.5031386017799377,0.5392389297485352,0.5647796392440796,0.7413631677627563,0.011661052703857422,0.011661052703857422,0.05863684415817261,-0.011661052703857422
18,1912,外,visual,0.5027323067188263,0.5026717782020569,0.5027928352355957,0.4956708550453186,0.7328035831451416,0.0031014680862426758,0.0031014680862426758,0.06719642877578735,-0.0031014680862426758
19,6505,貌,visual,0.4930446743965149,0.48547935485839844,0.5006099939346313,0.6642197370529175,0.732591450214386,0.0028893351554870605,0.0028893351554870605,0.06740856170654297,-0.0028893351554870605
20,2218,就,visual,0.510662168264389,0.5006120800971985,0.5207122564315796,0.7479642629623413,0.7317937612533569,0.002091646194458008,0.002091646194458008,0.06820625066757202,-0.002091646194458008
21,1962,好,visual,0.512594074010849,0.5038944482803345,0.5212936997413635,0.6914671063423157,0.7317715287208557,0.002069413661956787,0.002069413661956787,0.06822848320007324,-0.002069413661956787
22,2697,感,visual,0.5153403282165527,0.5009256601333618,0.5297549962997437,0.5965702533721924,0.7315121293067932,0.0018100142478942871,0.0018100142478942871,0.06848788261413574,-0.0018100142478942871
23,4638,的,visual,0.6243990957736969,0.4956813454627991,0.7531168460845947,0.7044917345046997,0.7265192270278931,-0.0031828880310058594,0.0031828880310058594,0.07348078489303589,0.0031828880310058594
24,3301,朋,visual,0.5993675142526627,0.49483707547187805,0.7038979530334473,0.7046303749084473,0.727626621723175,-0.002075493335723877,0.002075493335723877,0.0723733901977539,0.002075493335723877
25,1351,友,visual,0.5831920355558395,0.49747511744499207,0.668908953666687,0.6072750091552734,0.7284215688705444,-0.0012805461883544922,0.0012805461883544922,0.07157844305038452,0.0012805461883544922
26,511,。,visual,0.527097225189209,0.493901789188385,0.560292661190033,0.5665104389190674,0.7308707237243652,0.0011686086654663086,0.0011686086654663086,0.06912928819656372,-0.0011686086654663086
27,102,[SEP],visual,0.5152203142642975,0.4968060255050659,0.533634603023529,0.49655649065971375,0.7312722206115723,0.0015701055526733398,0.0015701055526733398,0.06872779130935669,-0.0015701055526733398
