global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
3841	0	1	[CLS]	1	0.65665776	0.51258719	0.51716471	0.65665776
3841	1	3447	▁mail	1	0.65665776	0.50438935	0.51716471	0.65665776
3841	2	323	▁.	1	0.65665776	0.50895131	0.51716471	0.65665776
3841	3	2521	▁charges	1	0.65665776	0.50058204	0.51716471	0.65665776
3841	4	277	▁on	1	0.65665776	0.50147831	0.51716471	0.65665776
3841	5	1200	▁national	1	0.65665776	0.50170422	0.51716471	0.65665776
3841	6	2078	▁calls	1	0.65665776	0.50602579	0.51716471	0.65665776
3841	7	281	▁are	1	0.65665776	0.55109441	0.51716471	0.65665776
3841	8	8238	▁cents	1	0.65665776	0.63910782	0.51716471	0.65665776
3841	9	605	▁per	1	0.65665776	0.52232814	0.51716471	0.65665776
3841	10	2092	▁minute	1	0.65665776	0.58590615	0.51716471	0.65665776
3841	11	263	▁and	1	0.65665776	0.59314775	0.51716471	0.65665776
3841	12	8238	▁cents	1	0.65665776	0.54731357	0.51716471	0.65665776
3841	13	605	▁per	1	0.65665776	0.52154100	0.51716471	0.65665776
3841	14	2092	▁minute	1	0.65665776	0.56017828	0.51716471	0.65665776
3841	15	277	▁on	1	0.65665776	0.50513810	0.51716471	0.65665776
3841	16	1155	▁international	1	0.65665776	0.50194281	0.51716471	0.65665776
3841	17	2078	▁calls	1	0.65665776	0.50438935	0.51716471	0.65665776
3841	18	323	▁.	1	0.65665776	0.50438935	0.51716471	0.65665776
3841	19	337	▁if	1	0.65665776	0.50438935	0.51716471	0.65665776
3841	20	2	[SEP]	1	0.65665776	0.51258719	0.51716471	0.65665776
3841	21	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	22	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	23	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	24	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	25	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	26	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	27	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	28	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	29	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	30	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	31	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	32	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
3841	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
