global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
890	0	101	[CLS]	1	0.56630516	0.49680603	0.49655649	0.56630516
890	1	1071	其	1	0.47766319	0.50139153	0.54708391	0.47766319
890	2	2141	实	1	0.49532664	0.49715111	0.63423979	0.49532664
890	3	2769	我	1	0.51821589	0.49993590	0.69781303	0.51821589
890	4	3221	是	1	0.48754597	0.49655277	0.67452991	0.48754597
890	5	6230	觉	1	0.50300395	0.49710801	0.68186986	0.50300395
890	6	2533	得	1	0.50439942	0.49788064	0.71014798	0.50439942
890	7	2769	我	1	0.52816534	0.49301708	0.72043324	0.52816534
890	8	2523	很	1	0.49041751	0.48852819	0.73387569	0.49041751
890	9	2682	想	1	0.48502535	0.48574713	0.72588241	0.48502535
890	10	6158	被	1	0.50119877	0.49365878	0.72274798	0.50119877
890	11	2128	安	1	0.50402772	0.49147183	0.72839612	0.50402772
890	12	2720	慰	1	0.50114131	0.49723610	0.72153366	0.50114131
890	13	671	一	1	0.50761038	0.50337601	0.75835025	0.50761038
890	14	678	下	1	0.50083506	0.49979579	0.74696547	0.50083506
890	15	8024	，	1	0.53983605	0.49714357	0.76309961	0.53983605
890	16	1377	可	1	0.53505313	0.49020457	0.75896072	0.53505313
890	17	3221	是	1	0.54550838	0.48610467	0.72388017	0.54550838
890	18	3766	没	1	0.54312027	0.48954484	0.61635959	0.54312027
890	19	3300	有	1	0.53771901	0.49248505	0.52481002	0.53771901
890	20	782	人	1	0.51533723	0.49171513	0.58304048	0.51533723
890	21	6432	说	1	0.50577158	0.49130768	0.64340270	0.50577158
890	22	6413	话	1	0.50147682	0.49869981	0.63212252	0.50147682
890	23	8024	，	1	0.53347158	0.49827653	0.67668426	0.53347158
890	24	738	也	1	0.53691989	0.50158644	0.70204324	0.53691989
890	25	3766	没	1	0.54076433	0.50175452	0.64685184	0.54076433
890	26	3300	有	1	0.53358507	0.49734753	0.57035750	0.53358507
890	27	782	人	1	0.50840002	0.49119598	0.70544863	0.50840002
890	28	2128	安	1	0.50345945	0.50413150	0.76465595	0.50345945
890	29	2720	慰	1	0.50082254	0.50248706	0.74120981	0.50082254
890	30	2769	我	1	0.51873934	0.50384277	0.73401904	0.51873934
890	31	511	。	1	0.57283437	0.49981305	0.75828171	0.57283437
890	32	102	[SEP]	1	0.51680076	0.49680603	0.49655649	0.51680076
890	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
890	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
