global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
673	0	101	[CLS]	1	0.61949515	0.49680603	0.49655649	0.49655649
673	1	3766	没	1	0.55845362	0.49385440	0.73476577	0.73476577
673	2	2682	想	1	0.65480912	0.48525602	0.81026101	0.81026101
673	3	1168	到	1	0.61764598	0.50108051	0.81440592	0.81440592
673	4	1557	啊	1	0.64242858	0.56056005	0.75931036	0.75931036
673	5	8024	，	1	0.67565477	0.49202681	0.73793459	0.73793459
673	6	1406	吕	1	0.53743827	0.48262864	0.75596380	0.75596380
673	7	2094	子	1	0.49935767	0.49486470	0.68052292	0.68052292
673	8	730	乔	1	0.53809798	0.49357840	0.77634275	0.77634275
673	9	6820	还	1	0.71120733	0.57723904	0.80985832	0.80985832
673	10	3300	有	1	0.64704370	0.54134107	0.74854326	0.74854326
673	11	7188	铁	1	0.61531574	0.68562698	0.74299854	0.74299854
673	12	3327	杆	1	0.63088274	0.61926872	0.76174819	0.76174819
673	13	5106	粉	1	0.59340328	0.52946615	0.78704309	0.78704309
673	14	692	丝	1	0.60399520	0.50221372	0.82325196	0.82325196
673	15	1450	呢	1	0.60388017	0.50206870	0.81876713	0.81876713
673	16	511	。	1	0.63539392	0.49965566	0.78929865	0.78929865
673	17	102	[SEP]	1	0.60275561	0.49680603	0.49655649	0.49655649
673	18	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	19	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	20	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	21	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	22	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	23	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	24	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	25	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	26	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	27	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	28	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	29	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	30	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	31	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	32	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
673	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
