pos,token_id,token,primary_name,aux_conf_mean,conf_acoustic,conf_language,conf_visual,pred_masked,delta_pred,abs_delta_pred,abs_err_masked,delta_abs_err
0,101,[CLS],visual,0.5414746999740601,0.4968060255050659,0.5861433744430542,0.49655649065971375,0.7222790718078613,0.0006204843521118164,0.0006204843521118164,0.12227904796600342,0.0006204843521118164
1,6468,谢,visual,0.545425534248352,0.5000776052474976,0.5907734632492065,0.7693113684654236,0.7222723364830017,0.0006137490272521973,0.0006137490272521973,0.1222723126411438,0.0006137490272521973
2,6468,谢,visual,0.5840493738651276,0.5039160251617432,0.664182722568512,0.7840105891227722,0.7188736200332642,-0.0027849674224853516,0.0027849674224853516,0.11887359619140625,-0.0027849674224853516
3,872,你,visual,0.5723650455474854,0.5022586584091187,0.642471432685852,0.7677236199378967,0.71941739320755,-0.002241194248199463,0.002241194248199463,0.11941736936569214,-0.002241194248199463
4,812,们,visual,0.5910651087760925,0.5044388771057129,0.6776913404464722,0.7842766046524048,0.7178465723991394,-0.0038120150566101074,0.0038120150566101074,0.1178465485572815,-0.0038120150566101074
5,4638,的,visual,0.5585321485996246,0.5015671849250793,0.6154971122741699,0.8040292263031006,0.7213627099990845,-0.00029587745666503906,0.00029587745666503906,0.12136268615722656,-0.00029587745666503906
6,3118,支,visual,0.5471338033676147,0.5015679597854614,0.5926996469497681,0.8166033029556274,0.722675621509552,0.0010170340538024902,0.0010170340538024902,0.12267559766769409,0.0010170340538024902
7,2898,持,visual,0.5439112782478333,0.5014660358428955,0.586356520652771,0.8250181674957275,0.7230527997016907,0.0013942122459411621,0.0013942122459411621,0.12305277585983276,0.0013942122459411621
8,511,。,visual,0.5205008685588837,0.49861520528793335,0.542386531829834,0.8308343887329102,0.7252975702285767,0.0036389827728271484,0.0036389827728271484,0.12529754638671875,0.0036389827728271484
9,102,[SEP],visual,0.5297097861766815,0.4968060255050659,0.5626135468482971,0.49655649065971375,0.7237569093704224,0.0020983219146728516,0.0020983219146728516,0.12375688552856445,0.0020983219146728516
