pos,token_id,token,primary_name,aux_conf_mean,conf_acoustic,conf_language,conf_visual,pred_masked,delta_pred,abs_delta_pred,abs_err_masked,delta_abs_err
0,1,[CLS],acoustic,0.5792747139930725,0.5125871896743774,0.6413846611976624,0.5171647667884827,0.30606210231781006,-0.00014400482177734375,0.00014400482177734375,0.027271240949630737,0.00014400482177734375
1,8595,▁hi,acoustic,0.5790980458259583,0.5043892860412598,0.6372858285903931,0.5209102630615234,0.3040752112865448,-0.0021308958530426025,0.0021308958530426025,0.029258131980895996,0.0021308958530426025
2,323,▁.,acoustic,0.5818257927894592,0.5043892860412598,0.6436046361923218,0.5200469493865967,0.2987540066242218,-0.007452100515365601,0.007452100515365601,0.034579336643218994,0.007452100515365601
3,481,▁am,acoustic,0.5615210384130478,0.5043892860412598,0.6400665640830994,0.4829755127429962,0.3069712817668915,0.0007651746273040771,0.0007651746273040771,0.026362061500549316,-0.0007651746273040771
4,422,▁here,acoustic,0.5565505474805832,0.5043892860412598,0.6362583041191101,0.4768427908420563,0.3070445656776428,0.0008384585380554199,0.0008384585380554199,0.026288777589797974,-0.0008384585380554199
5,264,▁to,acoustic,0.559165358543396,0.5043892860412598,0.6379206776618958,0.48041003942489624,0.3070068657398224,0.0008007586002349854,0.0008007586002349854,0.026326477527618408,-0.0008007586002349854
6,1078,▁review,acoustic,0.5610731244087219,0.5043892860412598,0.630628764629364,0.49151748418807983,0.3075195550918579,0.0013134479522705078,0.0013134479522705078,0.025813788175582886,-0.0013134479522705078
7,267,▁in,acoustic,0.5676097273826599,0.5043892860412598,0.6426817178726196,0.4925377368927002,0.30707550048828125,0.0008693933486938477,0.0008693933486938477,0.026257842779159546,-0.0008693933486938477
8,262,▁the,acoustic,0.5647164285182953,0.5043892860412598,0.6418370604515076,0.487595796585083,0.30701103806495667,0.0008049309253692627,0.0008049309253692627,0.02632230520248413,-0.0008049309253692627
9,601,▁name,acoustic,0.5644372403621674,0.5043892860412598,0.6465758681297302,0.4822986125946045,0.30660489201545715,0.000398784875869751,0.000398784875869751,0.026728451251983643,-0.000398784875869751
10,265,▁of,acoustic,0.5558154284954071,0.5043892860412598,0.6406954526901245,0.4709354043006897,0.30671679973602295,0.0005106925964355469,0.0005106925964355469,0.026616543531417847,-0.0005106925964355469
11,262,▁the,acoustic,0.5548904240131378,0.5043892860412598,0.6416759490966797,0.46810489892959595,0.3066403269767761,0.0004342198371887207,0.0004342198371887207,0.026693016290664673,-0.0004342198371887207
12,323,▁.,acoustic,0.5603544116020203,0.5043892860412598,0.6499156951904297,0.47079312801361084,0.306179940700531,-2.6166439056396484e-05,2.6166439056396484e-05,0.02715340256690979,2.6166439056396484e-05
13,3920,▁king,acoustic,0.5610538274049759,0.5043892860412598,0.6462321877479553,0.47587546706199646,0.3065216839313507,0.00031557679176330566,0.00031557679176330566,0.026811659336090088,-0.00031557679176330566
14,278,▁it,acoustic,0.562052309513092,0.5043892860412598,0.6389160752296448,0.4851885437965393,0.30711829662323,0.0009121894836425781,0.0009121894836425781,0.026215046644210815,-0.0009121894836425781
15,266,▁a,acoustic,0.5584631711244583,0.5043892860412598,0.6383016705513,0.4786246716976166,0.30705028772354126,0.0008441805839538574,0.0008441805839538574,0.026283055543899536,-0.0008441805839538574
16,933,▁film,acoustic,0.5573688894510269,0.5043892860412598,0.6358574032783508,0.478880375623703,0.3071502149105072,0.0009441077709197998,0.0009441077709197998,0.026183128356933594,-0.0009441077709197998
17,2,[SEP],acoustic,0.5781514942646027,0.5125871896743774,0.6391382217407227,0.5171647667884827,0.3061760663986206,-3.0040740966796875e-05,3.0040740966796875e-05,0.02715727686882019,3.0040740966796875e-05
