pos,token_id,token,primary_name,aux_conf_mean,conf_acoustic,conf_language,conf_visual,pred_masked,delta_pred,abs_delta_pred,abs_err_masked,delta_abs_err
0,101,[CLS],language,0.49668125808238983,0.4968060255050659,0.5663052201271057,0.49655649065971375,0.2258853167295456,0.025508642196655273,0.025508642196655273,0.025885313749313354,0.025508642196655273
1,1071,其,language,0.524237722158432,0.5013915300369263,0.47766321897506714,0.5470839142799377,0.199403777718544,-0.0009728968143463135,0.0009728968143463135,0.0005962252616882324,0.00021955370903015137
2,2141,实,language,0.5656954348087311,0.49715107679367065,0.49532660841941833,0.6342397928237915,0.20021843910217285,-0.00015823543071746826,0.00015823543071746826,0.0002184361219406128,-0.00015823543071746826
3,2769,我,language,0.5988744497299194,0.4999358654022217,0.5182158946990967,0.6978130340576172,0.1988099366426468,-0.0015667378902435303,0.0015667378902435303,0.0011900663375854492,0.0008133947849273682
4,3221,是,language,0.5855413377285004,0.4965527653694153,0.48754599690437317,0.6745299100875854,0.19943867623806,-0.0009379982948303223,0.0009379982948303223,0.0005613267421722412,0.00018465518951416016
5,6230,觉,language,0.5894889384508133,0.49710801243782043,0.5030039548873901,0.6818698644638062,0.19921086728572845,-0.0011658072471618652,0.0011658072471618652,0.0007891356945037842,0.0004124641418457031
6,2533,得,language,0.6040143072605133,0.49788063764572144,0.5043994188308716,0.7101479768753052,0.1984071135520935,-0.001969560980796814,0.001969560980796814,0.001592889428138733,0.0012162178754806519
7,2769,我,language,0.6067251563072205,0.4930170774459839,0.5281654000282288,0.720433235168457,0.19803856313228607,-0.002338111400604248,0.002338111400604248,0.001961439847946167,0.001584768295288086
8,2523,很,language,0.6112019121646881,0.48852819204330444,0.4904175400733948,0.7338756322860718,0.1975349634885788,-0.0028417110443115234,0.0028417110443115234,0.0024650394916534424,0.0020883679389953613
9,2682,想,language,0.6058147698640823,0.4857471287250519,0.48502540588378906,0.7258824110031128,0.1977689266204834,-0.0026077479124069214,0.0026077479124069214,0.0022310763597488403,0.0018544048070907593
10,6158,被,language,0.6082033812999725,0.49365878105163574,0.5011987686157227,0.7227479815483093,0.19799445569515228,-0.002382218837738037,0.002382218837738037,0.002005547285079956,0.001628875732421875
11,2128,安,language,0.6099339723587036,0.4914718270301819,0.5040277242660522,0.7283961176872253,0.19778279960155487,-0.0025938749313354492,0.0025938749313354492,0.002217203378677368,0.0018405318260192871
12,2720,慰,language,0.6093848794698715,0.49723610281944275,0.501141369342804,0.7215336561203003,0.19799713790416718,-0.0023795366287231445,0.0023795366287231445,0.0020028650760650635,0.0016261935234069824
13,671,一,language,0.6308631300926208,0.5033760070800781,0.5076103806495667,0.7583502531051636,0.19704601168632507,-0.0033306628465652466,0.0033306628465652466,0.0029539912939071655,0.0025773197412490845
14,678,下,language,0.6233806610107422,0.4997957944869995,0.5008350014686584,0.7469655275344849,0.19730119407176971,-0.0030754804611206055,0.0030754804611206055,0.0026988089084625244,0.0023221373558044434
15,8024,，,language,0.6301215887069702,0.49714356660842896,0.539836049079895,0.7630996108055115,0.19678513705730438,-0.0035915374755859375,0.0035915374755859375,0.0032148659229278564,0.0028381943702697754
16,1377,可,language,0.6245826482772827,0.4902045726776123,0.5350531935691833,0.7589607238769531,0.19675756990909576,-0.0036191046237945557,0.0036191046237945557,0.0032424330711364746,0.0028657615184783936
17,3221,是,language,0.6049924194812775,0.48610466718673706,0.5455084443092346,0.7238801717758179,0.19775858521461487,-0.0026180893182754517,0.0026180893182754517,0.0022414177656173706,0.0018647462129592896
18,3766,没,language,0.5529522150754929,0.4895448386669159,0.543120265007019,0.6163595914840698,0.20107953250408173,0.0007028579711914062,0.0007028579711914062,0.0010795295238494873,0.0007028579711914062
19,3300,有,language,0.5086475312709808,0.49248504638671875,0.5377189517021179,0.5248100161552429,0.20462444424629211,0.004247769713401794,0.004247769713401794,0.0046244412660598755,0.004247769713401794
20,782,人,language,0.5373777747154236,0.49171513319015503,0.5153372287750244,0.5830404162406921,0.20214681327342987,0.0017701387405395508,0.0017701387405395508,0.002146810293197632,0.0017701387405395508
21,6432,说,language,0.5673551857471466,0.49130767583847046,0.5057716369628906,0.6434026956558228,0.20030365884304047,-7.301568984985352e-05,7.301568984985352e-05,0.00030365586280822754,-7.301568984985352e-05
22,6413,话,language,0.565411165356636,0.498699814081192,0.5014768242835999,0.6321225166320801,0.20029789209365845,-7.878243923187256e-05,7.878243923187256e-05,0.0002978891134262085,-7.878243923187256e-05
23,8024,，,language,0.5874804258346558,0.4982765316963196,0.5334715843200684,0.6766843199729919,0.19933709502220154,-0.0010395795106887817,0.0010395795106887817,0.0006629079580307007,0.00028623640537261963
24,738,也,language,0.6018148362636566,0.5015864372253418,0.536919891834259,0.7020432353019714,0.19868488609790802,-0.0016917884349822998,0.0016917884349822998,0.0013151168823242188,0.0009384453296661377
25,3766,没,language,0.5743032097816467,0.5017545223236084,0.540764331817627,0.6468518972396851,0.20033587515354156,-4.079937934875488e-05,4.079937934875488e-05,0.00033587217330932617,-4.079937934875488e-05
26,3300,有,language,0.5338525176048279,0.49734753370285034,0.5335849523544312,0.5703575015068054,0.20265896618366241,0.0022822916507720947,0.0022822916507720947,0.0026589632034301758,0.0022822916507720947
27,782,人,language,0.5983222872018814,0.491195946931839,0.5083999633789062,0.7054486274719238,0.19839037954807281,-0.001986294984817505,0.001986294984817505,0.0016096234321594238,0.0012329518795013428
28,2128,安,language,0.634393721818924,0.5041314959526062,0.5034593939781189,0.7646559476852417,0.19686152040958405,-0.0035151541233062744,0.0035151541233062744,0.0031384825706481934,0.0027618110179901123
29,2720,慰,language,0.6218484342098236,0.502487063407898,0.5008225440979004,0.7412098050117493,0.19753356277942657,-0.002843111753463745,0.002843111753463745,0.002466440200805664,0.002089768648147583
30,2769,我,language,0.6189309358596802,0.503842830657959,0.5187393426895142,0.7340190410614014,0.19778507947921753,-0.0025915950536727905,0.0025915950536727905,0.0022149235010147095,0.0018382519483566284
31,511,。,language,0.6290473937988281,0.4998130798339844,0.5728344917297363,0.7582817077636719,0.19699670374393463,-0.0033799707889556885,0.0033799707889556885,0.0030032992362976074,0.0026266276836395264
32,102,[SEP],language,0.49668125808238983,0.4968060255050659,0.5168007612228394,0.49655649065971375,0.2258853316307068,0.025508657097816467,0.025508657097816467,0.02588532865047455,0.025508657097816467
