global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
2856	0	1	[CLS]	1	0.62140822	0.51258719	0.51716471	0.51258719
2856	1	266	▁a	1	0.63093758	0.50438935	0.51607031	0.50438935
2856	2	5276	▁witness	1	0.62491107	0.50438935	0.51389575	0.50438935
2856	3	311	▁one	1	0.62202221	0.50438935	0.51180220	0.50438935
2856	4	576	▁thing	1	0.62880439	0.50438935	0.51646882	0.50438935
2856	5	272	▁that	1	0.62446666	0.50438935	0.51283705	0.50438935
2856	6	520	▁might	1	0.62352878	0.50438935	0.51055014	0.50438935
2856	7	1433	▁happen	1	0.62209916	0.50438935	0.51507509	0.50438935
2856	8	323	▁.	1	0.62365121	0.50438935	0.50589573	0.50438935
2856	9	269	▁is	1	0.62279844	0.50438935	0.51198089	0.50438935
2856	10	272	▁that	1	0.62416750	0.50438935	0.51436937	0.50438935
2856	11	301	▁we	1	0.63219619	0.50438935	0.51292068	0.50438935
2856	12	1052	▁allow	1	0.62194830	0.50438935	0.51285446	0.50438935
2856	13	266	▁a	1	0.62140763	0.50438935	0.51721299	0.50438935
2856	14	5276	▁witness	1	0.62154400	0.50438935	0.51859295	0.50438935
2856	15	891	▁simply	1	0.62330568	0.50438935	0.51985216	0.50438935
2856	16	264	▁to	1	0.62955463	0.50438935	0.52036583	0.50438935
2856	17	5243	▁recall	1	0.64626956	0.50438935	0.51741076	0.50438935
2856	18	758	▁everything	1	0.62679803	0.50438935	0.51582652	0.50438935
2856	19	306	▁they	1	0.63137603	0.50438935	0.51236570	0.50438935
2856	20	295	▁can	1	0.63785028	0.50438935	0.51544350	0.50438935
2856	21	497	▁without	1	0.62259495	0.50438935	0.51412129	0.50438935
2856	22	41113	▁interrupting	1	0.64717078	0.50438935	0.51774216	0.50438935
2856	23	349	▁them	1	0.62226510	0.50438935	0.51980102	0.50438935
2856	24	323	▁.	1	0.62137341	0.50438935	0.51783192	0.50438935
2856	25	491	▁something	1	0.63671005	0.50438935	0.51444638	0.50438935
2856	26	2	[SEP]	1	0.62294459	0.51258719	0.51716471	0.51258719
2856	27	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	28	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	29	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	30	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	31	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	32	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
2856	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
