global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
703	0	101	[CLS]	1	0.58106619	0.49680603	0.49655649	0.49655649
703	1	6656	跟	1	0.50544852	0.57195252	0.59037477	0.59037477
703	2	872	你	1	0.58252329	0.49284369	0.64572501	0.64572501
703	3	2458	开	1	0.50717020	0.51517236	0.73073292	0.73073292
703	4	4381	玩	1	0.53406167	0.59143531	0.78344041	0.78344041
703	5	5010	笑	1	0.52949822	0.64150918	0.80051214	0.80051214
703	6	4638	的	1	0.54528296	0.49856281	0.80400997	0.80400997
703	7	8024	，	1	0.55409187	0.60745293	0.79690605	0.79690605
703	8	3684	毕	1	0.64018327	0.50271225	0.78781390	0.78781390
703	9	4994	竟	1	0.64830184	0.50295603	0.82675147	0.82675147
703	10	872	你	1	0.68648756	0.50133502	0.82861996	0.82861996
703	11	3221	是	1	0.72277659	0.50044304	0.83598709	0.83598709
703	12	5018	第	1	0.73792207	0.50454450	0.84029913	0.84029913
703	13	671	一	1	0.69701207	0.50059330	0.83240235	0.83240235
703	14	702	个	1	0.74471873	0.50124991	0.82847381	0.82847381
703	15	2769	我	1	0.60725909	0.49281287	0.81618732	0.81618732
703	16	679	不	1	0.52130854	0.49766234	0.76242507	0.76242507
703	17	4692	看	1	0.53923899	0.50313860	0.56477964	0.56477964
703	18	1912	外	1	0.50279284	0.50267178	0.49567086	0.49567086
703	19	6505	貌	1	0.50060999	0.48547935	0.66421974	0.66421974
703	20	2218	就	1	0.52071226	0.50061208	0.74796438	0.74796438
703	21	1962	好	1	0.52129364	0.50389445	0.69146717	0.69146717
703	22	2697	感	1	0.52975500	0.50092566	0.59657025	0.59657025
703	23	4638	的	1	0.75311697	0.49568135	0.70449173	0.70449173
703	24	3301	朋	1	0.70389783	0.49483708	0.70463037	0.70463037
703	25	1351	友	1	0.66890895	0.49747509	0.60727501	0.60727501
703	26	511	。	1	0.56029266	0.49390179	0.56651044	0.56651044
703	27	102	[SEP]	1	0.53363460	0.49680603	0.49655649	0.49655649
703	28	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	29	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	30	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	31	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	32	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
703	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
