global_index	pos	token_id	token	valid	ib_conf_t	ib_conf_a	ib_conf_v	ib_conf_fused
750	0	1	[CLS]	1	0.64138466	0.51258719	0.51716471	0.51258719
750	1	8595	▁hi	1	0.63728583	0.50438935	0.52091026	0.50438935
750	2	323	▁.	1	0.64360458	0.50438935	0.52004695	0.50438935
750	3	481	▁am	1	0.64006662	0.50438935	0.48297554	0.50438935
750	4	422	▁here	1	0.63625824	0.50438935	0.47684282	0.50438935
750	5	264	▁to	1	0.63792062	0.50438935	0.48041004	0.50438935
750	6	1078	▁review	1	0.63062876	0.50438935	0.49151748	0.50438935
750	7	267	▁in	1	0.64268184	0.50438935	0.49253777	0.50438935
750	8	262	▁the	1	0.64183706	0.50438935	0.48759580	0.50438935
750	9	601	▁name	1	0.64657587	0.50438935	0.48229861	0.50438935
750	10	265	▁of	1	0.64069545	0.50438935	0.47093543	0.50438935
750	11	262	▁the	1	0.64167601	0.50438935	0.46810490	0.50438935
750	12	323	▁.	1	0.64991575	0.50438935	0.47079316	0.50438935
750	13	3920	▁king	1	0.64623219	0.50438935	0.47587550	0.50438935
750	14	278	▁it	1	0.63891602	0.50438935	0.48518854	0.50438935
750	15	266	▁a	1	0.63830173	0.50438935	0.47862470	0.50438935
750	16	933	▁film	1	0.63585740	0.50438935	0.47888038	0.50438935
750	17	2	[SEP]	1	0.63913822	0.51258719	0.51716471	0.51258719
750	18	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	19	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	20	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	21	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	22	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	23	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	24	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	25	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	26	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	27	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	28	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	29	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	30	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	31	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	32	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	33	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	34	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	35	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	36	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	37	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	38	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	39	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	40	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	41	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	42	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	43	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	44	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	45	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	46	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	47	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	48	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
750	49	0	[PAD]	0	0.00000000	0.00000000	0.00000000	0.00000000
